,siren,nom,nature
5029,254902414,SYCTOM du Loire Béconnais et ses environs,SMF
5031,254902562,SM pour le traitement et la valorisation des déchets ménagers résiduels (VALOR 3 E),SMF
5036,254902257,SM intercommunal de valorisation et de recyclage thermique des déchets de l'Est Anjou,SMO
5040,200052629,PETR du Segréen,PETR
5041,200066389,CA Saint-Lô Agglo,CA
5042,200067205,CA du Cotentin,CA
5043,200069425,CA Mont-Saint-Michel-Normandie,CA
5044,200042604,"CC de Granville, Terre et Mer",CC
5045,200042729,CC de la Baie du Cotentin,CC
5046,200043354,CC de Villedieu Intercom,CC
5047,200067023,CC Coutances Mer et Bocage,CC
5048,200067031,CC Côte Ouest Centre Manche,CC
5102,255001638,SM de la Perrelle,SMF
5105,255003063,SM du Point Fort,SMF
5119,200067213,CU du Grand Reims,CU
5120,200066876,CA de Châlons-en-Champagne,CA
5121,200067684,"CA Epernay, Coteaux et Plaine de Champagne",CA
5122,200034718,"CC de Vitry, Champagne et Der",CC
5123,200042620,CC de la Région de Suippes,CC
5124,200042703,CC de l'Argonne Champenoise,CC
5125,200042992,CC Perthois-Bocage et Der,CC
5126,200043438,CC de la Moivre à la Coole,CC
5127,200066835,CC de Sézanne-Sud Ouest Marnais,CC
5128,200066850,CC des Paysages de la Champagne,CC
5129,200067379,CC Côtes de Champagne et Val de Saulx,CC
5130,245100615,CC de la Grande Vallée de la Marne,CC
5131,245100888,CC de la Brie Champenoise,CC
5132,245100979,CC du Sud Marnais,CC
5174,200035673,SM du Sud-Est Marnais (SYMSEM),SMF
5203,255102592,SM de valorisation des ordures ménagères (SYVALOM),SMO
5207,200068658,CA de Chaumont,CA
5208,200068666,CA de Saint-Dizier Der et Blaise,CA
5209,200027308,CC d'Auberive Vingeanne et Montsaugeonnais,CC
5210,200044253,CC du Bassin de Joinville en Champagne,CC
5211,200069664,CC Meuse Rognon,CC
5212,200070332,CC des Savoir-Faire,CC
5213,200072999,CC du Grand Langres,CC
5214,245200597,CC des Trois Forêts,CC
5271,200055614,Syndicat départemental d'énergie et des déchets 52,SMF
5293,255201402,SMICTOM de Saint-Dizier,SMF
5296,255202335,SMICTOM de la région de Langres,SMF
5300,200083392,Laval Agglomération,CA
5301,200033298,CC des Coëvrons,CC
5302,200042182,CC du Mont des Avaloirs,CC
5303,200048551,CC du Pays de Craon,CC
5304,200055887,CC Mayenne Communauté,CC
5305,245300223,CC du Pays de Meslay-Grez,CC
5306,245300355,CC de l'Ernée,CC
5307,245300389,CC du Bocage Mayennais,CC
5308,245300447,CC du Pays de Château-Gontier,CC
5337,245400676,Métropole du Grand Nancy,METRO
5338,245400262,Grand Longwy Agglomération,CA
5339,200035772,CC du Pays du Saintois,CC
5340,200041515,CC du Bassin de Pont-à-Mousson,CC
5341,200043693,CC Terre Lorraine du Longuyonnais,CC
5342,200067643,CC Meurthe Mortagne Moselle,CC
5343,200069433,CC de Vezouze en Piémont,CC
5344,200070290,CC Coeur du Pays Haut,CC
5345,200070324,CC du Territoire de Lunéville à Baccarat,CC
5346,200070563,CC Terres Touloises,CC
5347,200070589,CC de Seille et Grand Couronné,CC
5348,200070738,CC Mad et Moselle,CC
5349,200070845,CC Orne Lorraine Confluences,CC
5350,245400171,CC Moselle et Madon,CC
5351,245400189,CC des Pays du Sel et du Vermois,CC
5352,245400510,CC du Pays de Colombey et du Sud Toulois,CC
5353,245400601,CC du Bassin de Pompey,CC
5354,245400759,CC du Pays du Sanon,CC
5507,255400905,"SI pour le ramassage et le traitement des ordures ménagères du secteur de Briey,de la vallée de l'Orne et du Jarnisy",SMF
5510,255401333,SM de traitement des ordures ménagères de la région de Villerupt,SMF
5511,255401341,SI pour la collecte et l'élimination des déchets des ménages dans le secteur de Piennes,SMF
5528,200033025,CA de Bar-le-Duc - Sud Meuse,CA
5529,200049187,CA du Grand Verdun,CA
5530,200034874,CC Côtes de Meuse Woëvre,CC
5531,200066108,CC des Portes de Meuse,CC
5532,200066116,CC Argonne-Meuse,CC
5533,200066132,CC du Pays de Stenay et du Val Dunois,CC
5534,200066140,CC de l'Aire à l'Argonne,CC
5535,200066157,CC de Commercy - Void - Vaucouleurs,CC
5536,200066165,CC Val de Meuse - Voie Sacrée,CC
5537,200066173,CC de Damvillers Spincourt,CC
5538,245500327,CC du Sammiellois,CC
5539,245501176,CC du Territoire de Fresnes en Woëvre,CC
5540,245501184,CC du Pays de Revigny sur Ornain,CC
5541,245501242,CC du Pays d'Etain,CC
5542,245501259,CC du Pays de Montmédy,CC
5599,200046647,SM d'études et de traitement des déchets ménagers et assimilés,SMF
5619,200049906,PETR du Pays Barrois,PETR
5622,200042174,CA Lorient Agglomération,CA
5623,200067932,CA Golfe du Morbihan - Vannes Agglomération,CA
5624,200027027,CC Arc Sud Bretagne,CC
5625,200043123,CC Auray Quiberon Terre Atlantique,CC
5626,200066777,Ploërmel Communauté,CC
5627,200066785,CC de l'Oust à Brocéliande,CC
5628,200067221,CC Centre Morbihan Communauté,CC
5629,245600440,CC de Blavet Bellevue Océan,CC
5630,245600465,CC de Belle Ile en Mer,CC
5631,245614383,CC Questembert Communauté,CC
5632,245614417,CC Roi Morvan Communauté,CC
5633,245614433,CC Pontivy Communauté,CC
5669,255601908,SI pour le transfert et le traitement des ordures ménagères du Morbihan intérieur (SITTOM - MI),SMF
5672,255613374,SM du Sud Est du Morbihan (SYSEM),SMF
5681,200039865,Metz Métropole,METRO
5682,200067502,CA Saint-Avold Synergie,CA
5683,200070746,CA Sarreguemines Confluences,CA
5684,245700372,CA de Forbach Porte de France,CA
5685,245701222,CA du Val de Fensch,CA
5686,245701362,CA Portes de France-Thionville,CA
5687,200039907,CC du Sud Messin,CC
5688,200039949,CC Rives de Moselle,CC
5689,200067486,CC Bouzonvillois-Trois Frontières,CC
5690,200067650,CC Houve-Pays Boulageois,CC
5691,200067957,CC Haut Chemin-Pays de Pange,CC
5692,200068146,CC Sarrebourg Moselle Sud,CC
5693,200069441,CC du Pays de Bitche,CC
5694,245700133,CC du District Urbain de Faulquemont (DUF),CC
5695,245700398,CC de Freyming-Merlebach,CC
5696,245700695,CC de Cattenom et Environs,CC
5697,245700950,CC du Pays de Phalsbourg,CC
5698,245701164,CC du Warndt,CC
5699,245701206,CC du Saulnois,CC
5700,245701271,CC du Pays Orne Moselle,CC
5701,245701354,CC de l'Arc Mosellan,CC
5702,245701404,CC du Pays Haut Val d'Alzette,CC
5836,245700604,SIVOM d'Algrange Nilvange,SIVOM
5857,200027118,"SM de transport et de traitement des déchets ménagers de Lorraine Nord ""SYDELON""",SMF
5899,255704900,SYDEME,SMF
5911,200049989,SM du pays de Sarrebourg,PETR
5912,245804406,CA de Nevers,CA
5913,200067429,CC Haut Nivernais-Val d'Yonne,CC
5914,200067692,CC Tannay-Brinon-Corbigny,CC
5915,200067700,CC Sud Nivernais,CC
5916,200067882,CC Bazois Loire Morvan,CC
5917,200067890,CC Morvan Sommets et Grands Lacs,CC
5918,200067908,CC Amognes Coeur du Nivernais,CC
5919,200067916,CC Coeur de Loire,CC
5920,200068088,CC Les Bertranges,CC
5921,245801063,CC Loire et Allier,CC
5922,245804497,CC du Nivernais Bourbonnais,CC
5999,255800682,Syndicat de gestion des déchets du Centre Nivernais,SMF
6000,255801441,"SICTOM d'Avril, Fleury, Luthenay",SMF
6001,255801466,SICTOM de Saint-Pierre-le-Moûtier,SMF
6010,200093201,Métropole Européenne de Lille,METRO
6011,245900428,CU de Dunkerque,CU
6012,200030633,CA du Caudrésis et du Catésis,CA
6013,200042190,CA de la Porte du Hainaut,CA
6014,200043396,CA Maubeuge Val de Sambre,CA
6015,200044618,CA Douaisis Agglo,CA
6016,200068500,CA de Cambrai,CA
6017,245901160,CA Valenciennes Métropole,CA
6018,200040947,CC de Flandre Intérieure,CC
6019,200040954,CC des Hauts de Flandre,CC
6020,200041960,CC Pévèle-Carembault,CC
6021,200043263,CC Coeur de l'Avesnois,CC
6022,200043321,CC du Pays de Mormal,CC
6023,200043404,CC du Sud Avesnois,CC
6024,245900758,CC Flandre Lys,CC
6025,245901038,CC du Pays Solesmois,CC
6026,245901152,CC Coeur d'Ostrevent (CCCO),CC
6100,255900573,SM de collecte et de traitement des ordures ménagères de la région des Flandres,SMF
6101,255900599,SM de ramassage des ordures ménagères Flandre - Nord,SMF
6102,255900680,SI d'enlèvement et d'incinération des ordures ménagères (SIRIOM),SMF
6103,255900938,SI de valorisation des déchets ménagers du Hainaut Valenciennois (ECOVALOR),SMF
6104,255900953,Syndicat inter-arrondissement de valorisation et d'élimination des déchets (SIAVED),SMF
6106,255902561,SM pour le traitement des déchets ménagers du Pays de Pévèle au Pays des Weppes (SYMIDEME),SMF
6109,255902652,SM de l'arrondissement d'Avesnes,SMF
6122,255900011,SM de la station touristique départementale du Val Joly ,SMO
6131,200067965,CA de la Région de Compiègne et de la Basse Automne,CA
6132,200067999,CA du Beauvaisis,CA
6133,200068047,CA Creil Sud Oise,CA
6134,200066975,CC Senlis Sud Oise,CC
6135,200067973,CC Thelloise,CC
6136,200068005,CC de l'Oise Picarde,CC
6137,246000129,CC du Liancourtois,CC
6138,246000376,CC du Clermontois,CC
6139,246000566,CC du Plateau Picard,CC
6140,246000582,CC des Sablons,CC
6141,246000707,CC du Vexin-Thelle,CC
6142,246000749,CC des Lisières de l'Oise,CC
6143,246000756,CC du Pays Noyonnais,CC
6144,246000764,CC de l'Aire Cantilienne,CC
6145,246000772,CC des Deux Vallées,CC
6146,246000848,CC de la Picardie Verte,CC
6147,246000855,CC du Pays des Sources,CC
6148,246000871,CC du Pays de Valois,CC
6149,246000897,CC de la Plaine d'Estrées,CC
6150,246000913,CC du Pays de Bray,CC
6151,246000921,CC des Pays d'Oise et d'Halatte,CC
6363,200067619,"SM du département de l'Oise, pour le transport et le traitement des déchets ménagers et assimilés",SMF
6370,200081255,SM de l'Oise plateau Picard,SMF
6404,246100663,CU d'Alençon,CU
6405,200035814,CA Flers Agglo,CA
6406,200035103,CC de la Vallée de la Haute Sarthe,CC
6407,200035111,CC des Sources de l'Orne,CC
6408,200036069,CC du Pays de Mortagne au Perche,CC
6409,200068435,CC Coeur du Perche,CC
6410,200068443,CC Andaine - Passais,CC
6411,200068450,CC Argentan Intercom,CC
6412,200068468,CC des Pays de L'Aigle,CC
6413,200068856,CC des Hauts du Perche,CC
6414,200069458,CC des Vallées d'Auge et du Merlerault,CC
6415,200071504,CC des Collines du Perche Normand,CC
6416,200071520,CC Domfront Tinchebray Interco,CC
6417,200071652,CC du Pays Fertois et du Bocage Carrougien,CC
6418,246100390,CC du Val d'Orne,CC
6475,200045110,SITCOM de la région d'Argentan,SMF
6492,256102138,SMIRTOM de la région de Flers,SMF
6493,256102153,SIRTOM du Perche Ornais,SMF
6494,256102179,SMIRTOM de la région de L'Aigle,SMF
6509,200033579,CU d'Arras,CU
6510,200069029,CA des Deux Baies en Montreuillois,CA
6511,200069037,CA du Pays de Saint-Omer,CA
6512,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",CA
6513,200090751,CA Grand Calais Terres et Mers,CA
6514,246200299,CA d'Hénin-Carvin,CA
6515,246200364,CA de Lens - Liévin,CA
6516,246200729,CA du Boulonnais,CA
6517,200018083,CC de Desvres-Samer,CC
6518,200035442,CC du Sud-Artois,CC
6519,200044030,CC des 7 Vallées,CC
6520,200044048,CC Osartis Marquion,CC
6521,200069235,CC du Haut Pays du Montreuillois,CC
6522,200069482,CC des Campagnes de l'Artois,CC
6523,200069672,CC du Ternois,CC
6524,200072478,CC Pays d'Opale,CC
6525,246200380,CC de la Terre des Deux Caps,CC
6526,246200844,CC de la Région d'Audruicq,CC
6527,246201016,CC du Pays de Lumbres,CC
6655,200007201,"SM d'élimination et de valorisation des déchets des communautés d'agglomération du Douaisis, d'Hénin-Carvin et de la communauté de communes Osartis (SYMEVAD)",SMF
6673,256203761,SM Lys Audomarois (SMLA),SMF
6676,256203910,SM Flandre Morinie,SMF
6677,256203936,SM d'élimination et de valorisation des déchets ménagers du Calaisis (SEVADEC ),SMF
6680,256204074,SM Artois valorisation,SMF
6684,256204199,SM de traitement et de tri,SMF
6696,200075679,PETR Ternois-7 vallées,PETR
6697,246300701,Clermont Auvergne Métropole,METRO
6698,200070407,CA Agglo Pays d'Issoire,CA
6699,200070753,CA Riom Limagne et Volcans,CA
6700,200067627,CC Billom Communauté,CC
6701,200069169,CC Dômes Sancy Artense,CC
6702,200069177,CC Mond'Arverne Communauté,CC
6703,200070712,CC Thiers Dore et Montagne,CC
6704,200070761,CC Ambert Livradois Forez,CC
6705,200071199,CC Plaine Limagne,CC
6706,200071215,CC Chavanon Combrailles et Volcans,CC
6707,200072080,CC du Pays de Saint-Eloy,CC
6708,200072098,CC Combrailles Sioule et Morge,CC
6709,246300966,CC du Massif du Sancy,CC
6710,246301097,CC Entre Dore et Allier,CC
6796,256300161,SM de collecte et de traitement des résidus urbains du bois de l'Aumône (SBA),SMF
6801,256301052,SICTOM des Couzes,SMF
6802,256301086,SM de collecte et de traitement des ordures ménagères de la Haute Dordogne (SMCTOM de la Haute Dordogne),SMF
6803,256301128,SICTOM des Combrailles,SMF
6804,256301185,SICTOM de la région de Pontaumur - Pontgibaud,SMF
6807,256302670,Syndicat pour la valorisation et le traitement des déchets ménagers et assimilés du Puy-de-Dôme et de la Haute Loire (VALTOM),SMF
6855,200067106,CA du Pays Basque,CA
6856,200067254,CA Pau Béarn Pyrénées,CA
6857,200039204,CC de Lacq-Orthez,CC
6858,200067239,CC des Luys en Béarn,CC
6859,200067262,CC du Haut Béarn,CC
6860,200067288,CC du Béarn des Gaves,CC
6861,200067296,CC du Nord Est Béarn,CC
6862,246400337,CC de la Vallée d'Ossau,CC
6863,246401756,CC Pays de Nay,CC
7018,256404542,SIECTOM coteaux Béarn Adour,SMF
7019,256404641,SM Bil Ta Garbi,SMF
7032,200069300,CA Tarbes-Lourdes-Pyrénées,CA
7033,200070787,CC du Plateau de Lannemezan,CC
7034,200070795,CC du Pays de Trie et du Magnoac,CC
7035,200070803,CC des Coteaux du Val d'Arros,CC
7036,200070811,CC Pyrénées Vallées des Gaves,CC
7037,200070829,CC Neste Barousse,CC
7038,200072106,CC Adour Madiran,CC
7039,246500482,CC de la Haute-Bigorre,CC
7040,246500573,CC Aure Louron,CC
7104,200011732,SM départemental de traitement des déchets ménagers et assimilés,SMF
7105,200041234,SM de collecte et de traitement des ordures ménagères du plateau de Lannemezan-Nestes-coteaux,SMF
7114,256500869,SM de l'agglomération tarbaise élimination des déchets ménagers et assimilés,SMF
7132,200027183,CU Perpignan Méditerranée Métropole,CU
7133,200043602,"CC des Albères, de la Côte Vermeille et de l'Illibéris",CC
7134,200049211,CC Conflent-Canigó,CC
7135,200070365,CC Corbières Salanque Méditerranée,CC
7136,246600282,CC Sud-Roussillon,CC
7137,246600373,CC du Vallespir,CC
7138,246600399,CC Pyrénées Cerdagne,CC
7139,246600415,CC Roussillon-Conflent,CC
7140,246600423,CC Agly Fenouillèdes,CC
7141,246600449,CC des Aspres,CC
7142,246600464,CC Pyrénées Catalanes,CC
7143,246600548,CC du Haut Vallespir,CC
7186,246600183,SIVOM canton de Millas,SIVOM
7195,200049716,SM ramassage ordures ménagères Font-Romeu-Odeillo-Via,SMF
7204,256601501,"SM départemental de transport, traitement et valorisation des ordures ménagères et déchets assimilés (SYDETOM)",SMF
7218,246700488,Eurométropole de Strasbourg,METRO
7219,200067874,CA de Haguenau,CA
7220,200013050,CC Sauer-Pechelbronn,CC
7221,200030526,CC du Ried de Marckolsheim,CC
7222,200034270,CC du Pays de Barr,CC
7223,200034635,CC du Kochersberg,CC
7224,200040178,CC de l'Outre-Forêt,CC
7225,200041283,CC de la Plaine du Rhin,CC
7226,200041325,CC du Pays Rhénan,CC
7227,200067783,CC de Hanau-La Petite Pierre,CC
7228,200067841,CC de l'Alsace Bossue,CC
7229,200067924,CC du Canton d'Erstein,CC
7230,200068112,CC du Pays de Saverne,CC
7231,200068864,CC de la Mossig et du Vignoble,CC
7232,246700306,CC de la Vallée de la Bruche,CC
7233,246700744,CC des Portes de Rosheim,CC
7234,246700777,CC de la Vallée de Villé,CC
7235,246700843,CC de la Basse-Zorn,CC
7236,246700926,CC du Pays de Wissembourg,CC
7237,246700959,CC du Pays de la Zorn,CC
7238,246700967,CC de Sélestat,CC
7239,246701064,CC de la Région de Molsheim-Mutzig,CC
7240,246701080,CC du Pays de Sainte-Odile,CC
7241,246701098,CC du Pays de Niederbronn-les-Bains,CC
7312,246700462,SIVOM de la région de Wissembourg,SIVOM
7331,200051878,SM pour la collecte et le traitement des ordures ménagères de Molsheim et environs ,SMF
7334,256701244,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Ordures Ménagères du Nord Alsace,SMF
7336,256701301,SM pour la collecte et de traitement des ordures ménagères de la région de Saverne,SMF
7337,256701871,SM pour le traitement des ordures ménagères du secteur de Haguenau - Saverne (SMITOM),SMF
7344,256702937,SM du Pays de la Mossig et de la Sommerau,SMF
7346,256702960,SM de collecte et de traitement des ordures ménagères d'Alsace Centrale,SMF
7363,200069680,PETR Sélestat - Alsace Centrale,PETR
7370,200066009,CA Mulhouse Alsace Agglomération,CA
7371,200066058,CA Saint-Louis Agglomération,CA
7372,246800726,CA Colmar Agglomération,CA
7373,200036465,CC de Thann-Cernay,CC
7374,200066025,CC Pays Rhin - Brisach,CC
7375,200066033,CC Sud Alsace Largue,CC
7376,200066041,CC Sundgau,CC
7377,246800205,CC de la Vallée de Saint-Amarin,CC
7378,246800395,CC du Val d'Argent,CC
7379,246800445,CC du Centre du Haut-Rhin,CC
7380,246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",CC
7381,246800551,CC de la Vallée de Kaysersberg,CC
7382,246800569,CC de la Région de Guebwiller,CC
7383,246800577,CC du Pays de Ribeauvillé,CC
7384,246800585,CC de la Vallée de Munster,CC
7385,246800676,CC de la Vallée de la Doller et du Soultzbach,CC
7486,246800510,SIVOM de la station climatique des trois épis,SIVOM
7500,246800254,SIVOM de l'agglomération mulhousienne,SMF
7507,256801531,SM à vocation multiple pour le traitement des déchets ménagers du secteur 4,SMF
7508,256801697,SI de traitement des déchets de Colmar et environs,SMF
7513,256802208,SM de Thann-Cernay pour la gestion des déchets ménagers et assimilés,SMF
7554,200040566,CA de l'Ouest Rhodanien,CA
7555,200040590,CA Villefranche Beaujolais Saône,CA
7556,200040574,CC Beaujolais Pierres Dorées,CC
7557,200066587,CC des Monts du Lyonnais,CC
7558,200067817,CC Saône-Beaujolais,CC
7559,246900575,CC de l'Est Lyonnais (CCEL),CC
7560,246900625,CC du Pays de l'Arbresle (CCPA),CC
7561,246900724,CC des Vallons du Lyonnais (CCVL),CC
7562,246900740,CC du Pays Mornantais (COPAMO),CC
7563,246900757,CC de la Vallée du Garon (CCVG),CC
7564,246900765,CC du Pays de l'Ozon,CC
7565,200046977,Métropole de Lyon,MET69
7623,200035046,SM de l'Ouest Lyonnais,SMF
7632,256900705,"SM d'élimination, de traitement et de valorisation des déchets Beaujolais Dombes (SYTRAIVAL)",SMF
7633,256901133,SI de collecte et de traitement des ordures ménagères (SITOM Sud Rhône),SMF
7658,247000011,CA de Vesoul,CA
7659,200036150,CC des Hauts du Val de Saône,CC
7660,200036549,CC Val de Gray,CC
7661,200041721,CC de la Haute Comté,CC
7662,200041853,CC du Pays de Montbozon et du Chanois,CC
7663,200041861,CC du Triangle Vert,CC
7664,200041879,CC Terres de Saône,CC
7665,200041887,CC du Val Marnaysien,CC
7666,247000367,CC des Combes,CC
7667,247000623,CC des Quatre Rivières,CC
7668,247000664,CC du Pays de Lure,CC
7669,247000698,CC des Monts de Gy,CC
7670,247000706,CC du Pays Riolais,CC
7671,247000714,CC du Pays de Villersexel,CC
7672,247000722,CC du Pays d'Héricourt,CC
7673,247000755,CC du Pays de Luxeuil,CC
7674,247000821,CC Rahin et Chérimont,CC
7675,247000854,CC des 1000 étangs,CC
7832,257001024,Syndicat de collecte des ordures ménagères du Val de Saône,SMF
7833,257001040,SM de collecte des déchets ménagers des 2 rivières,SMF
7836,257003426,SYTEVOM SYndicat Transfert Elimination Valorisation des Ordures énagères,SMF
7844,247100290,CU Le Creusot Montceau-les-Mines,CU
7845,200070308,CA Mâconnais Beaujolais Agglomération,CA
7846,247100589,CA Le Grand Chalon,CA
7847,200040038,CC Saône Doubs Bresse,CC
7848,200040293,CC du Clunisois,CC
7849,200042414,CC Bresse Revermont 71,CC
7850,200069698,CC Mâconnais - Tournugeois,CC
7851,200070316,"CC Entre Arroux, Loire et Somme",CC
7852,200070530,CC du Grand Autunois Morvan,CC
7853,200070548,CC Brionnais Sud Bourgogne,CC
7854,200071538,CC Terres de Bresse,CC
7855,200071579,CC Bresse Louhannaise Intercom',CC
7856,200071645,CC Saint Cyr Mère Boitier entre Charolais et Mâconnais,CC
7857,200071884,CC Le Grand Charolais,CC
7858,247100639,CC de Marcigny,CC
7859,247100647,CC Bresse Nord Intercom',CC
7860,247103765,CC Entre Saône et Grosne,CC
7861,247103864,CC de Semur en Brionnais,CC
7862,247104094,CC  Sud Côte Chalonnaise,CC
7934,247100019,SIVOM de l'Arçon et de l'Urbise,SIVOM
7952,200053122,SI de collecte et d'élimination des déchets de Bresse Nord,SMF
7956,200075307,SIVOM du Louhannais,SMF
7981,257102541,SIRTOM de la région de Chagny,SMF
7983,257102830,SIRTOM de la vallée de la Grosne,SMF
7987,257103341,SM d'études et de traitement des déchets,SMF
7988,257103846,SM d'élimination et de valorisation des déchets et ordures ménagères (SMEVOM) du Charollais-Brionnais et Autunois,SMF
