,siren,nom,nature
7996,247200132,CU Le Mans Métropole,CU
7997,200040475,CC Loué - Brûlon - Noyen,CC
7998,200068963,CC Maine Coeur de Sarthe,CC
7999,200070373,CC Loir-Lucé-Bercé,CC
8000,200072676,CC Maine Saosnois,CC
8001,200072684,CC Le Gesnois Bilurien,CC
8002,200072692,CC des Vallées de la Braye et de l'Anille,CC
8003,200072700,CC Haute Sarthe Alpes Mancelles,CC
8004,200072718,CC de la Champagne Conlinoise et du Pays de Sillé,CC
8005,200073112,CC Sud Sarthe,CC
8006,247200090,CC de Sablé-sur-Sarthe,CC
8007,247200348,CC du Pays Fléchois,CC
8008,247200421,CC du Sud Est du Pays Manceau,CC
8009,247200447,CC Orée de Bercé - Belinois,CC
8010,247200629,CC du Val de Sarthe,CC
8011,247200686,CC du Pays de l'Huisne Sarthoise,CC
8116,257200147,SM du Val de Loir pour collectes et traitement des déchets,SMF
8118,257201251,SMIRGEOM du Nord Ouest de la Sarthe,SMF
8119,257201376,Syndicat mixte de valorisation des ordures ménagères - Loir et Sarthe (SYVALORM Loir et Sarthe),SMF
8126,200001873,SM du Pays vallée de la Sarthe,SMO
8130,257201988,SM d'étude pour l'élimination des déchets du secteur Sud de la Sarthe,SMO
8131,257202358,SM du Pays de la Haute Sarthe,SMO
8135,200076396,PETR Pays vallée du Loir,PETR
8136,200068674,CA Grand Lac,CA
8137,200068997,CA Arlysère,CA
8138,200069110,CA du Grand Chambéry,CA
8139,200023299,CC Coeur de Tarentaise,CC
8140,200040798,CC Val Vanoise,CC
8141,200041010,CC Coeur de Savoie,CC
8142,200070340,CC Haute Maurienne Vanoise,CC
8143,200070464,CC Coeur de Maurienne Arvan,CC
8144,247300015,CC des Vallées d'Aigueblanche,CC
8145,247300254,CC de Haute-Tarentaise,CC
8146,247300262,CC de Yenne,CC
8147,247300361,CC du Canton de La Chambre,CC
8148,247300452,CC Maurienne Galibier,CC
8149,247300528,CC Val Guiers,CC
8150,247300668,CC du Lac d'Aiguebelette (CCLA),CC
8151,247300676,CC Porte de Maurienne,CC
8152,247300817,CC Les Versants d'Aime,CC
8210,200023364,SM Savoie déchets,SMF
8216,257301457,SIRTOM Maurienne,SMF
8232,200011773,CA Annemasse-Les Voirons-Agglomération,CA
8233,200066793,CA du Grand Annecy,CA
8234,200067551,CA Thonon Agglomération,CA
8235,200000172,CC Faucigny-Glières,CC
8236,200023372,CC de la Vallée de Chamonix-Mont-Blanc,CC
8237,200033116,CC Cluses-Arve et Montagnes,CC
8238,200034098,CC des Montagnes du Giffre,CC
8239,200034882,CC Pays du Mont-Blanc,CC
8240,200070852,CC Usses et Rhône,CC
8241,200071967,CC Pays d'Evian Vallée d'Abondance,CC
8242,247400047,CC de la Vallée Verte,CC
8243,247400112,CC du Pays de Cruseilles,CC
8244,247400567,CC Fier et Usses,CC
8245,247400583,CC Arve et Salève,CC
8246,247400617,CC des Vallées de Thônes,CC
8247,247400666,CC des Quatre Rivières,CC
8248,247400682,CC du Haut-Chablais,CC
8249,247400690,CC du Genevois,CC
8250,247400724,CC du Pays Rochois,CC
8251,247400740,CC Rumilly Terre de Savoie,CC
8252,247400773,CC des sources du lac d'Annecy,CC
8315,247400799,SIVOM de la région de Cluses,SMF
8316,257400663,SI du traitement des ordures ménagères des vallées du Mont-Blanc,SMF
8318,257401463,Syndicat de traitement des ordures du Chablais,SMF
8337,200054781,Métropole du Grand Paris,METRO
8341,257500074,SM central de traitement des ordures ménagères (SYCTOM),SMF
8346,200023414,Métropole Rouen Normandie,METRO
8347,200084952,Le Havre Seine Métropole,CU
8348,200010700,CA Caux Seine Agglo,CA
8349,200069821,CA Fécamp Caux Littoral Agglomération,CA
8350,247600786,CA de la Région Dieppoise,CA
8351,200068534,CC Terroir de Caux,CC
8352,200069722,CC interrégionale Aumale - Blangy-sur-Bresle,CC
8353,200069730,CC des 4 rivières,CC
8354,200069839,CC de la Côte d'Albâtre,CC
8355,200069847,CC Plateau de Caux-Doudeville-Yerville,CC
8356,200070068,CC Communauté Bray-Eawy,CC
8357,200070449,CC inter-Caux-Vexin,CC
8358,247600505,CC Campagne-de-Caux,CC
8359,247600588,CC des Villes Soeurs,CC
8360,247600604,CC de Londinières,CC
8361,247600620,CC Yvetot Normandie,CC
8362,247600646,CC Caux - Austreberthe,CC
8363,247600729,CC Falaises du Talou,CC
8527,200074359,Syndicat des ordures ménagères des vallées de l'Austreberthe et Seine (SOMVAS),SMF
8542,257600445,Syndicat départemental d'énergie de Seine-Maritime,SMF
8549,257604371,SM d'élimination des déchets de l'arrondissement de Rouen (SMEDAR),SMF
8550,257604405,Syndicat d'élimination et de valorisation énergétique des déchets de l'estuaire (SEVEDE),SMF
8557,257604710,SM de traitement et de valorisation des déchets du Pays de Caux (SMITVAD),SMF
8574,200049609,PETR Pays plateau de Caux-Maritime,PETR
8575,200049617,Pays Dieppois - Terroir de Caux,PETR
8576,200057958,CA Paris - Vallée de la Marne,CA
8577,200072130,CA du Pays de Meaux,CA
8578,200072346,CA du Pays de Fontainebleau,CA
8579,200090504,CA Coulommiers Pays de Brie,CA
8580,247700057,CA Melun Val de Seine,CA
8581,247700339,CA Val d'Europe Agglomération,CA
8582,247700594,CA Marne et Gondoire,CA
8583,200023125,CC Les Portes Briardes Entre Villes et Forêts,CC
8584,200023240,CC Pays de Nemours,CC
8585,200023919,CC Gâtinais Val de Loing,CC
8586,200033090,CC Plaines et Monts de France,CC
8587,200037133,CC du Provinois,CC
8588,200040251,CC Bassée-Montois,CC
8589,200070779,CC Brie des Rivières et Châteaux,CC
8590,200072544,CC des Deux Morin,CC
8591,200072874,CC Val Briard,CC
8592,247700032,CC Moret Seine et Loing,CC
8593,247700065,CC du Pays de l'Ourcq,CC
8594,247700107,CC Pays de Montereau,CC
8595,247700644,CC l'Orée de la Brie,CC
8596,247700701,CC Brie Nangissienne,CC
8791,257701631,SMF enlèvement et traitement des résidus ménagers de la région de Lagny-sur-Marne,SMF
8792,257701656,COVALTRI 77,SMF
8793,257701698,SMF collecte et traitement des ordures ménagères de la région de Fontainebleau,SMF
8794,257701748,Syndicat de la région de Montereau-Fault-Yonne pour le traitement des ordures ménagères (SIRMOTOM),SMF
8799,257703389,SM pour l'enlèvement et le traitement des ordures ménagères de la vallée du Loing,SMF
8801,257703546,SMF enlèvement et traitement des ordures ménagères de la région de Tournan-en-Brie,SMF
8815,257705277,SM de traitement des ordures ménagères et assimilées du centre Ouest seine et marnais (SMITOMCO),SMF
8816,257705293,SMF Est Seine-et-Marne pour le traitement des ordures ménagères (SMETOM-GEEODE),SMF
8819,257705574,Syndicat de traitement des déchets ménagers (SYTRADEM du Sud Est Seine-et-Marne),SMF
8833,257704916,SMO traitement des ordures ménagères du Nord Seine et Marne,SMO
8835,200059889,CU Grand Paris Seine et Oise,CU
8836,200058519,CA Saint Germain Boucles de Seine,CA
8837,200058782,CA de Saint Quentin en Yvelines,CA
8838,200073344,CA Rambouillet Territoires,CA
8839,247800584,CA Versailles Grand Parc (CAVGP),CA
8840,200033173,CC de la Haute Vallée de Chevreuse,CC
8841,200034130,CC Gally Mauldre,CC
8842,200071074,CC Les Portes de l'Ile de France,CC
8843,247800550,CC du Pays Houdanais (CCPH),CC
8844,247800618,CC Coeur d'Yvelines,CC
8928,200062461,VALOSEINE,SMF
8941,257800300,SI d'évacuation et d'élimination des déchets de l'Ouest Yvelines (SIEED),SMF
8942,257800375,SI pour la destruction des ordures ménagères et la production d'énergie (SIDOMPE),SMF
8943,257800656,SI pour le traitement des résidus urbains de la Boucle de la Seine,SMF
8946,257801290,SI de collecte et de traitement des ordures ménagères de la région de Rambouillet (SICTOM),SMF
8959,200040244,CA du Bocage Bressuirais,CA
8960,200041317,CA du Niortais,CA
8961,200041333,CC de Parthenay-Gâtine,CC
8962,200041416,CC Airvaudais-Val du Thouet,CC
8963,200041994,CC Haut Val de Sèvre,CC
8964,200069748,CC Val de Gâtine,CC
8965,200069755,CC Mellois en Poitou,CC
8966,247900798,CC du Thouarsais,CC
9022,200091049,SI d'énergie des Deux-Sèvres (SIEDS),SMF
9026,257902353,SM à la carte du Haut Val de Sèvre et Sud Gâtine,SMF
9033,257902296,SM de traitement et d'élimination des déchets des Deux-Sèvres (SMITED),SMO
9036,200070993,CA de la Baie de Somme,CA
9037,248000531,CA Amiens Métropole,CA
9038,200037059,CC de la Haute Somme (Combles - Péronne - Roisel),CC
9039,200070928,CC Terre de Picardie,CC
9040,200070936,CC Ponthieu-Marquenterre,CC
9041,200070944,CC du Vimeu,CC
9042,200070951,CC du Territoire Nord Picardie,CC
9043,200070969,CC Avre Luce Noye,CC
9044,200070977,CC du Grand Roye,CC
9045,200070985,CC de l'Est de la Somme,CC
9046,200071181,CC Somme Sud-Ouest,CC
9047,200071223,CC Nièvre et Somme,CC
9048,248000499,CC du Val de Somme,CC
9049,248000747,CC du Pays du Coquelicot,CC
9171,248000051,SIVOM d'Ault,SIVOM
9172,248000143,SIVOM de Gamaches,SIVOM
9175,200044378,SMIRTOM du plateau picard Nord,SMF
9206,258002344,TRINOVAL,SMF
9208,258004571,SMITOM du Santerre,SMF
9218,200082063,Pôle Métropolitain du Grand Amiénois,POLEM
9220,200066124,CA Gaillac-Graulhet,CA
9221,248100430,CA de Castres Mazamet,CA
9222,248100737,CA de l'Albigeois (C2A),CA
9223,200034023,CC Tarn-Agout,CC
9224,200034031,CC des Monts d'Alban et du Villefranchois,CC
9225,200034049,CC Centre Tarn,CC
9226,200034056,CC du Lautrécois et du Pays d'Agout,CC
9227,200034064,CC du Cordais et du Causse (4 C),CC
9228,200040905,CC Carmausin-Ségala,CC
9229,200066553,CC des Monts de Lacaune et de la Montagne du Haut Languedoc,CC
9230,200066561,CC Sidobre Vals et Plateaux,CC
9231,248100158,CC du Sor et de l'Agout,CC
9232,248100497,CC Val 81,CC
9233,248100745,CC Thoré Montagne Noire,CC
9284,200073807,SICTOM secteur Valence Valderiès,SMF
9287,200075711,SM pour la collecte et le traitement des ordures ménagères de la région de Lavaur,SMF
9320,200049161,Pôle territorial de l'Albigeois et des Bastides,PETR
9323,248200099,CA Grand Montauban,CA
9324,200040418,CC du Pays de Serres en Quercy,CC
9325,200066322,CC Terres des Confluences,CC
9326,200066652,CC Grand Sud Tarn et Garonne,CC
9327,200066884,CC Quercy Vert-Aveyron,CC
9328,200067122,CC Coteaux et Plaines du Pays Lafrançaisain,CC
9329,248200016,CC des Deux Rives,CC
9330,248200057,CC du Quercy Caussadais,CC
9331,248200065,CC de la Lomagne Tarn-et-Garonnaise,CC
9332,248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,CC
9357,258200658,SM enlèvement et élimination des ordures ménagères groupement moyenne Garonne,SMF
9360,258200856,SM d'enlèvement et d'élimination des ordures ménagères du Sud-Quercy,SMF
9362,258201029,SM du traitement des ordures menagères et autres déchets (SIRTOMAD),SMF
9367,258201367,Syndicat départemental des déchets ,SMO
9370,248300543,Métropole Toulon-Provence-Méditerranée,METRO
9371,200035319,Estérel Côte d'Azur Agglomération,CA
9372,200068104,CA de la Provence Verte,CA
9373,248300394,CA Sud Sainte Baume,CA
9374,248300493,Dracénie Provence Verdon Agglomération,CA
9375,200004802,CC du Pays de Fayence,CC
9376,200027100,CC Méditerranée Porte des Maures,CC
9377,200036077,CC du Golfe de Saint-Tropez,CC
9378,200040202,CC Provence Verdon,CC
9379,200040210,CC Lacs et Gorges du Verdon,CC
9380,248300410,CC de la Vallée du Gapeau,CC
9381,248300550,CC Coeur du Var,CC
9417,200046852,SM du Haut Var,SMF
9425,248300089,SM de la zone du Verdon,SMF
9426,258300581,SM du développement durable de l'Est Var pour le traitement et la valorisation des déchets ménagers,SMF
9427,258300953,SM de transport et de traitement des ordures ménagères de l'aire toulonnaise (SITTOMAT),SMF
9430,258302637,Syndicat de valorisation et d'élimination des déchets nouvelle génération (SIVED NG),SMF
9436,200040442,CA Luberon Monts de Vaucluse,CA
9437,248400053,CA Ventoux-Comtat-Venaissin (COVE),CA
9438,248400251,CA du Grand Avignon (COGA),CA
9439,200000628,CC Rhône Lez Provence,CC
9440,200035723,CC Ventoux Sud,CC
9441,200040624,CC Pays d'Apt-Luberon,CC
9442,200040681,CC Enclave des Papes-Pays de Grignan,CC
9443,248400160,CC Aygues-Ouvèze en Provence (CCAOP),CC
9444,248400236,CC du Pays Réuni d'Orange,CC
9445,248400285,CC Territoriale Sud-Luberon,CC
9446,248400293,CC des Sorgues du Comtat,CC
9447,248400319,CC du Pays des Sorgues et des Monts de Vaucluse,CC
9448,248400335,CC Vaison Ventoux,CC
9463,258400134,SM pour la valorisation des déchets du pays d'Avignon (SIDOMRA),SMF
9464,258400472,"SM intercommunautaire pour l'étude, la construction et l'exploitation d'unités de traitement des ordures ménagères de la région de Cavaillon (SIECEUTOM)",SMF
9469,258402510,SM ramassage et traitement ordures ménagères de la région d'Apt (SIRTOM d'Apt),SMF
9471,258403013,SM chargé du SCOT de la région de Cavaillon,SMF
9481,200071165,CA Les Sables d'Olonne Agglomération,CA
9482,248500589,CA La Roche sur Yon - Agglomération,CA
9483,200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,CC
9484,200070233,"CC Terres de Montaigu, CC Montaigu-Rocheservière",CC
9485,200071629,CC Challans-Gois Communauté,CC
9486,200071900,CC Vendée Grand Littoral,CC
9487,200071918,CC du Pays de Saint-Fulgent - Les Essarts,CC
9488,200071934,CC du Pays de Fontenay-Vendée,CC
9489,200072882,CC de Vie et Boulogne,CC
9490,200073260,CC Sud Vendée Littoral,CC
9491,248500191,CC de l'Ile de Noirmoutier,CC
9492,248500258,CC Océan Marais de Monts,CC
9493,248500340,CC Pays de Chantonnay,CC
9494,248500415,CC du Pays de la Châtaigneraie,CC
9495,248500464,CC du Pays de Pouzauges,CC
9496,248500530,CC du Pays des Achards,CC
9497,248500563,"CC Vendée, Sèvre, Autise",CC
9498,248500621,CC du Pays des Herbiers,CC
9499,248500662,CC du Pays de Mortagne,CC
9532,258500446,SYCODEM Sud Vendée,SMF
9533,258500651,Syndicat de collecte des ordures ménagères (SCOM) de l'Est Vendéen,SMF
9542,258502962,SM départemental d'études et de traitement des déchets ménagers et assimilés de Vendée (TRIVALIS),SMF
9550,200069854,CU du Grand Poitiers,CU
9551,248600413,CA Grand Châtellerault,CA
9552,200043628,CC des Vallées du Clain,CC
9553,200069763,CC du Haut-Poitou,CC
9554,200070035,CC du Civraisien en Poitou,CC
9555,200070043,CC Vienne et Gartempe,CC
9556,248600447,CC du Pays Loudunais,CC
9593,258600493,Syndicat interdépartemental mixte pour l'équipement rural,SMO
9596,248719312,CU Limoges Métropole,CU
9597,200040814,CC Briance Sud Haute Vienne,CC
9598,200059400,CC Porte Océane du Limousin,CC
9599,200066512,CC Elan Limousin Avenir Nature,CC
9600,200066520,CC Ouest Limousin,CC
9601,200070506,CC Pays de Nexon Monts de Chalus,CC
9602,200071942,CC Haut Limousin en Marche,CC
9603,248700189,CC du Pays de Saint Yrieix,CC
9604,248719262,CC Gartempe - Saint Pardoux,CC
9605,248719288,CC du Val de Vienne,CC
9606,248719338,CC Briance-Combade,CC
9607,248719353,CC des Portes de Vassivière,CC
9608,248719361,CC de Noblat,CC
9640,258718741,SI de collecte et de traitement des ordures ménagères de Sud Haute-Vienne,SMF
9645,258700251,SM départemental pour l'élimination des déchets ménagers et assimilés,SMO
9651,200068757,CA d'Epinal,CA
9652,200071066,CA de Saint-Dié-des-Vosges,CA
9653,200005957,CC de la Région de Rambervillers,CC
9654,200033868,CC des Ballons des Hautes-Vosges,CC
9655,200042000,CC Bruyères-Vallons des Vosges,CC
9656,200068369,CC de Mirecourt Dompaire,CC
9657,200068377,CC de la Porte des Vosges Méridionales,CC
9658,200068559,CC de l'Ouest Vosgien,CC
9659,200068682,CC Terre d'Eau,CC
9660,200068773,CC des Vosges côté Sud Ouest,CC
9661,200071157,CC des Hautes Vosges,CC
9748,248800088,SIVOM de Grand,SIVOM
9750,248800245,SI de la vallée de la Roche-Harchéchamp,SIVOM
9756,200071280,SM de collecte et de traitement des déchets ménagers et assimilés de la région de Lerrain,SMF
9760,258801422,SM de collecte et de valorisation des déchets ménagers de la région d'Epinal,SMF
9762,258802560,ÉVODIA,SMF
9771,200067114,CA de l'Auxerrois,CA
9772,248900334,CA du Grand Sénonais,CA
9773,200039642,CC Le Tonnerrois en Bourgogne,CC
9774,200039709,CC du Serein,CC
9775,200039758,"CC Avallon, Vézelay, Morvan",CC
9776,200067080,CC Chablis Villages et Terroirs,CC
9777,200067130,CC de Puisaye-Forterre,CC
9778,200067304,CC Serein et Armance,CC
9779,248900383,CC de l'Agglomération Migennoise,CC
9780,248900524,CC de l'Aillantais en Bourgogne,CC
9781,248900664,CC de la Vanne et du Pays d'Othe,CC
9782,248900748,CC du Gâtinais en Bourgogne,CC
9783,248900896,CC Yonne Nord,CC
9784,248900938,CC du Jovinien,CC
9880,200069052,CA Grand Belfort,CA
9881,200069060,CC des Vosges du Sud,CC
9882,249000241,CC du Sud Territoire,CC
9902,200075133,SM pour la collecte et le traitement des ordures ménagères de la zone sous-vosgienne,SMF
9904,259000735,SM d'études et de réalisation pour le traitement intercommunal des déchets,SMF
9910,200017846,CA Etampois Sud Essonne,CA
9911,200056232,CA Communauté Paris-Saclay,CA
9912,200057859,CA Coeur d'Essonne Agglomération,CA
9913,200058477,CA Val d'Yerres Val de Seine,CA
9914,200059228,CA Grand Paris Sud Seine Essonne Sénart,CA
9915,249100074,CC du Pays de Limours (CCPL),CC
9916,249100157,CC des 2 Vallées,CC
9917,249100546,CC du Val d'Essonne (CCVE),CC
9918,249100553,CC Entre Juine et Renarde (CCEJR),CC
9919,249100595,CC le Dourdannais en Hurepoix (CCDH),CC
9957,200062321,SM des ordures ménagères de la vallée de Chevreuse,SMF
9958,200066959,SIRTOM du Sud-Francilien,SMF
9962,200077832,"Syndicat pour l'innovation, le recyclage et l'énergie par les déchets et ordures ménagères (SIREDOM) - Agence Sud Francilienne pour l'énergie, les déchets et l'environnement",SMF
9966,259100741,SM Massy-Antony-Hauts-de-Bièvre pour le chauffage urbain et le traitement des résidus ménagers (SIMACUR),SMF
9970,259101988,SM d'élimination des déchets de la région d'Etampes (SEDRE),SMF
9974,259102705,SM de la vallée de l'Yerres et des Sénarts,SMF
9994,200057966,Vallée Sud-Grand Paris,EPT
9995,200057974,Grand Paris Seine Ouest,EPT
9996,200057982,Paris Ouest La Défense,EPT
9997,200057990,Boucle Nord de Seine,EPT
10016,200057867,Plaine Commune,EPT
10017,200057875,Est Ensemble,EPT
10018,200058097,Paris Terres d'Envol,EPT
10019,200058790,Grand Paris Grand Est,EPT
10042,259400992,SM de traitement des déchets urbains du Val-de-Marne (SMITDUVM),SMF
10057,200057941,#ParisEstMarne&Bois,EPT
10058,200058006,Grand Paris Sud Est Avenir,EPT
10059,200058014,Grand-Orly Seine Bièvre,EPT
10060,200055655,CA Roissy Pays de France,CA
10061,200056380,CA Plaine Vallée,CA
10062,200058485,CA Val Parisis,CA
10063,249500109,CA de Cergy-Pontoise,CA
10064,200035970,CC Vexin Centre,CC
10065,200073013,CC Carnelle Pays-de-France,CC
10066,249500430,CC Sausseron Impressionnistes,CC
10067,249500455,CC de la Vallée de l'Oise et des Trois Forêts,CC
10068,249500489,CC du Haut Val d'Oise,CC
10069,249500513,CC du Vexin-Val de Seine,CC
10161,259500023,SM pour la valorisation des déchets ménagers dénommé Azur,SMF
10163,259500288,SM pour la collecte et le traitement des ordures ménagères de la région de L'Isle-Adam (SICTOMIA) ,SMF
10166,259501211,SM Tri-Action,SMF
10167,259501252,SM de ramassage et de traitement des ordures ménagères du Vexin (SMIRTOM du Vexin),SMF
10168,259502086,SM pour la gestion et l'incinération des déchets urbains de la région de Sarcelles  (SIGIDURS),SMF
10170,259502367,SM pour la collecte et le traitement des déchets de la vallée de Montmorency dénommé Syndicat Émeraude,SMF
10177,200018653,CA CAP Excellence,CA
10178,200041507,CA La Riviéra du Levant,CA
10179,200044691,CA du Nord Grande Terre,CA
10180,249710062,CA du Nord Basse-Terre,CA
10181,249710070,CA Grand Sud Caraïbe,CA
10182,249710047,CC de Marie-Galante,CC
10190,200044709,Syndicat de valorisation des déchets,SMO
10191,200095834,SM d'Innovation et de Valorisation de Guadeloupe (SINNOVAL Guadeloupe),SMO
10193,200041788,CA du Pays Nord Martinique,CA
10194,249720053,CA de l'Espace Sud de la Martinique,CA
10195,249720061,CA du Centre de la Martinique,CA
10196,259720084,Syndicat martiniquais pour le traitement et la valorisation des déchets,SMF
10200,249730045,CA du Centre Littoral,CA
10201,200027548,CC des Savanes,CC
10202,249730037,CC de l'Ouest Guyanais,CC
10203,249730052,CC de l'Est Guyanais,CC
10207,249740077,CA CIVIS (Communauté Intercommunale des Villes Solidaires),CA
10208,249740085,CA du Sud,CA
10209,249740093,CA Intercommunale de la Réunion Est (CIREST),CA
10210,249740101,CA Territoire de la Côte Ouest (TCO),CA
10211,249740119,CA Intercommunale du Nord de la Réunion (CINOR),CA
10218,200045342,SM de traitement des déchets des microrégions Sud et Ouest de La Réunion,SMO
10219,200050052,SM de traitement des déchets des microrégions Nord et Est de la Réunion,SMO
10222,200060457,CA de Dembeni / Mamoudzou,CA
10223,200060465,CA du Grand Nord de Mayotte,CA
10224,200050532,CC de Petite-Terre,CC
10225,200059871,CC du Centre-Ouest,CC
10226,200060473,CC du Sud,CC
10227,200089886,SI d'élimination et de valorisation des déchets de Mayotte,SMF
